Royalty Date,Title,Author Name,ASIN/ISBN,Marketplace,Royalty Type,Transaction Type,Units Sold,Units Refunded,Net Units Sold,Avg. List Price without tax,Avg. Offer Price without tax,Avg. Delivery/Manufacturing cost,Royalty,Currency
2018-01-04,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.com,35%,,2,0,2,8.95,8.95,N/A,6.26,USD
2018-01-04,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.co.uk,70%,,26,0,26,5.79,0.82,0.20,11.18,GBP
2018-01-04,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.com,70%,,1,0,1,8.95,8.94,0.30,6.06,USD
2018-01-04,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.ca,70%,,1,0,1,9.99,9.99,0.30,6.78,CAD
2018-01-03,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.com,70%,,20,0,20,8.95,8.95,0.30,121.20,USD
2018-01-03,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.co.uk,70%,,1,0,1,5.65,0.80,0.20,0.42,GBP
2018-01-03,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.com,70%,,1,0,1,8.40,1.02,0.30,0.50,USD
2018-01-03,Weg Mit Der Panik: Wie Sie sich von Angst und Panik befreien,Barry McDonagh,B017OHN0LM,Amazon.de,70%,,1,0,1,8.39,8.39,0.13,5.78,EUR
2018-01-03,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.com,70%,,1,0,1,8.95,0.00,0.30,0.00,USD
2018-01-03,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.com,35%,,2,0,2,8.95,8.95,N/A,6.26,USD
2018-01-03,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.nl,70%,,3,0,3,6.77,0.82,0.24,1.23,EUR
2018-01-03,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.co.uk,70%,,21,0,21,5.79,0.82,0.20,9.15,GBP
2018-01-03,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.ca,70%,,1,0,1,9.99,9.99,0.30,6.78,CAD
2018-01-03,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.co.uk,70%,,2,0,2,5.79,5.79,0.20,7.82,GBP
2018-01-02,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.com,70%,,20,1,19,8.95,8.95,0.30,115.14,USD
2018-01-02,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.fr,70%,,1,0,1,7.76,7.76,0.24,5.26,EUR
2018-01-02,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.com,70%,,3,0,3,8.95,0.00,0.30,0.00,USD
2018-01-02,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.com,70%,,1,0,1,7.95,7.95,0.30,5.36,USD
2018-01-02,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.com,35%,,1,0,1,8.95,8.95,N/A,3.13,USD
2018-01-02,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.ca,70%,,1,0,1,9.99,9.99,0.30,6.78,CAD
2018-01-02,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.in,70%,,1,0,1,380.51,380.51,13.83,256.68,INR
2018-01-02,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.co.uk,70%,,6,0,6,5.79,5.79,0.20,23.46,GBP
2018-01-01,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.com,70%,,14,0,14,8.95,8.95,0.30,84.84,USD
2018-01-01,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.com,70%,,1,0,1,8.95,0.00,0.30,0.00,USD
2018-01-01,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.com,35%,,1,0,1,8.95,8.95,N/A,3.13,USD
2018-01-01,Panico Afuera: Técnica Natural que ayudará a detener rápidamente tus Ataques de Pánico y tu Ansiedad General,Barry McDonagh,B017OIP3FW,Amazon.com,35%,,1,0,1,9.99,9.99,N/A,3.50,USD
2018-01-01,Dare: The New Way to End Anxiety and Stop Panic Attacks Fast (+Bonus Audios),Barry McDonagh,B0158S7E1G,Amazon.co.uk,70%,,3,0,3,5.79,5.79,0.20,12.43,GBP
,,,,,,,,,,,,,,
